id_species,identifier_species,generation_id,evolves_from_species_id,evolution_chain_id,color_id,shape_id,habitat_id,gender_rate,capture_rate,base_happiness,is_baby,hatch_counter,has_gender_differences,growth_rate_id,forms_switchable,is_legendary,is_mythical,order,conquest_order,id_gen,main_region_id,identifier_gen
235,smeargle,2,,121,9,6,8.0,4,45,70.0,0,20.0,0,3,0,0,0,266,,2,2,generation-ii
236,tyrogue,2,,47,7,12,8.0,0,75,50.0,1,25.0,0,2,0,0,0,115,,2,2,generation-ii
237,hitmontop,2,236.0,47,3,6,8.0,0,45,50.0,0,25.0,0,2,0,0,0,118,,2,2,generation-ii
238,smoochum,2,,59,6,12,8.0,8,45,50.0,1,25.0,0,2,0,0,0,143,,2,2,generation-ii
239,elekid,2,,60,10,12,3.0,2,45,50.0,1,25.0,0,2,0,0,0,145,,2,2,generation-ii
240,magby,2,,61,8,6,4.0,2,45,50.0,1,25.0,0,2,0,0,0,148,,2,2,generation-ii
241,miltank,2,,122,6,6,3.0,8,45,50.0,0,20.0,0,1,0,0,0,267,,2,2,generation-ii
242,blissey,2,113.0,51,6,12,8.0,8,30,140.0,0,40.0,0,3,0,0,0,128,,2,2,generation-ii
243,raikou,2,,123,10,8,3.0,-1,3,35.0,0,80.0,0,1,0,1,0,268,,2,2,generation-ii
244,entei,2,,124,3,8,3.0,-1,3,35.0,0,80.0,0,1,0,1,0,269,,2,2,generation-ii
245,suicune,2,,125,2,8,3.0,-1,3,35.0,0,80.0,0,1,0,1,0,270,,2,2,generation-ii
246,larvitar,2,,126,5,6,4.0,4,45,35.0,0,40.0,0,1,0,0,0,271,79.0,2,2,generation-ii
247,pupitar,2,246.0,126,4,2,4.0,4,45,35.0,0,40.0,0,1,0,0,0,272,80.0,2,2,generation-ii
248,tyranitar,2,247.0,126,5,6,4.0,4,45,35.0,0,40.0,0,1,1,0,0,273,81.0,2,2,generation-ii
249,lugia,2,,127,9,9,5.0,-1,3,0.0,0,120.0,0,1,0,1,0,274,,2,2,generation-ii
250,ho-oh,2,,128,8,9,5.0,-1,3,0.0,0,120.0,0,1,0,1,0,275,,2,2,generation-ii
251,celebi,2,,129,5,12,2.0,-1,45,100.0,0,120.0,0,4,0,0,1,276,,2,2,generation-ii
252,treecko,3,,130,5,6,2.0,1,45,50.0,0,20.0,0,4,0,0,0,277,130.0,3,3,generation-iii
253,grovyle,3,252.0,130,5,6,2.0,1,45,50.0,0,20.0,0,4,0,0,0,278,131.0,3,3,generation-iii
254,sceptile,3,253.0,130,5,6,2.0,1,45,50.0,0,20.0,0,4,1,0,0,279,132.0,3,3,generation-iii
255,torchic,3,,131,8,7,3.0,1,45,50.0,0,20.0,1,4,0,0,0,280,,3,3,generation-iii
256,combusken,3,255.0,131,8,6,3.0,1,45,50.0,0,20.0,1,4,0,0,0,281,,3,3,generation-iii
257,blaziken,3,256.0,131,8,6,3.0,1,45,50.0,0,20.0,1,4,1,0,0,282,,3,3,generation-iii
258,mudkip,3,,132,2,8,9.0,1,45,50.0,0,20.0,0,4,0,0,0,283,,3,3,generation-iii
259,marshtomp,3,258.0,132,2,6,9.0,1,45,50.0,0,20.0,0,4,0,0,0,284,,3,3,generation-iii
260,swampert,3,259.0,132,2,6,9.0,1,45,50.0,0,20.0,0,4,1,0,0,285,,3,3,generation-iii
261,poochyena,3,,133,4,8,3.0,4,255,70.0,0,15.0,0,2,0,0,0,286,,3,3,generation-iii
262,mightyena,3,261.0,133,4,8,3.0,4,127,70.0,0,15.0,0,2,0,0,0,287,,3,3,generation-iii
263,zigzagoon,3,,134,3,8,3.0,4,255,50.0,0,15.0,0,2,0,0,0,288,,3,3,generation-iii
264,linoone,3,263.0,134,9,8,3.0,4,90,50.0,0,15.0,0,2,0,0,0,289,,3,3,generation-iii
265,wurmple,3,,135,8,14,2.0,4,255,70.0,0,15.0,0,2,0,0,0,290,,3,3,generation-iii
266,silcoon,3,265.0,135,9,1,2.0,4,120,70.0,0,15.0,0,2,0,0,0,291,,3,3,generation-iii
267,beautifly,3,266.0,135,10,13,2.0,4,45,70.0,0,15.0,1,2,0,0,0,292,,3,3,generation-iii
268,cascoon,3,265.0,135,7,1,2.0,4,120,70.0,0,15.0,0,2,0,0,0,293,,3,3,generation-iii
269,dustox,3,268.0,135,5,13,2.0,4,45,70.0,0,15.0,1,2,0,0,0,294,,3,3,generation-iii
270,lotad,3,,136,5,14,9.0,4,255,50.0,0,15.0,0,4,0,0,0,295,,3,3,generation-iii
271,lombre,3,270.0,136,5,12,9.0,4,120,50.0,0,15.0,0,4,0,0,0,296,,3,3,generation-iii
272,ludicolo,3,271.0,136,5,12,9.0,4,45,50.0,0,15.0,1,4,0,0,0,297,,3,3,generation-iii
273,seedot,3,,137,3,7,2.0,4,255,50.0,0,15.0,0,4,0,0,0,298,,3,3,generation-iii
274,nuzleaf,3,273.0,137,3,12,2.0,4,120,50.0,0,15.0,1,4,0,0,0,299,,3,3,generation-iii
275,shiftry,3,274.0,137,3,12,2.0,4,45,50.0,0,15.0,1,4,0,0,0,300,,3,3,generation-iii
276,taillow,3,,138,2,9,3.0,4,200,70.0,0,15.0,0,4,0,0,0,301,,3,3,generation-iii
277,swellow,3,276.0,138,2,9,3.0,4,45,70.0,0,15.0,0,4,0,0,0,302,,3,3,generation-iii
278,wingull,3,,139,9,9,7.0,4,190,50.0,0,20.0,0,2,0,0,0,303,,3,3,generation-iii
279,pelipper,3,278.0,139,10,9,7.0,4,45,50.0,0,20.0,0,2,0,0,0,304,,3,3,generation-iii
280,ralts,3,,140,9,12,8.0,4,235,35.0,0,20.0,0,1,0,0,0,305,9.0,3,3,generation-iii
281,kirlia,3,280.0,140,9,12,8.0,4,120,35.0,0,20.0,0,1,0,0,0,306,10.0,3,3,generation-iii
282,gardevoir,3,281.0,140,9,12,8.0,4,45,35.0,0,20.0,0,1,1,0,0,307,11.0,3,3,generation-iii
283,surskit,3,,141,2,14,9.0,4,200,70.0,0,15.0,0,2,0,0,0,309,,3,3,generation-iii
284,masquerain,3,283.0,141,2,13,9.0,4,75,70.0,0,15.0,0,2,0,0,0,310,,3,3,generation-iii
285,shroomish,3,,142,3,7,2.0,4,255,70.0,0,15.0,0,6,0,0,0,311,,3,3,generation-iii
286,breloom,3,285.0,142,5,6,2.0,4,90,70.0,0,15.0,0,6,0,0,0,312,,3,3,generation-iii
287,slakoth,3,,143,3,8,2.0,4,255,70.0,0,15.0,0,1,0,0,0,313,,3,3,generation-iii
288,vigoroth,3,287.0,143,9,6,2.0,4,120,70.0,0,15.0,0,1,0,0,0,314,,3,3,generation-iii
289,slaking,3,288.0,143,3,12,2.0,4,45,70.0,0,15.0,0,1,0,0,0,315,,3,3,generation-iii
290,nincada,3,,144,4,14,2.0,4,255,50.0,0,15.0,0,5,0,0,0,316,,3,3,generation-iii
291,ninjask,3,290.0,144,10,13,2.0,4,120,50.0,0,15.0,0,5,0,0,0,317,,3,3,generation-iii
292,shedinja,3,290.0,144,3,5,2.0,-1,45,50.0,0,15.0,0,5,0,0,0,318,,3,3,generation-iii
293,whismur,3,,145,6,6,1.0,4,190,50.0,0,20.0,0,4,0,0,0,319,,3,3,generation-iii
294,loudred,3,293.0,145,2,6,1.0,4,120,50.0,0,20.0,0,4,0,0,0,320,,3,3,generation-iii
295,exploud,3,294.0,145,2,6,1.0,4,45,50.0,0,20.0,0,4,0,0,0,321,,3,3,generation-iii
296,makuhita,3,,146,10,12,4.0,2,180,70.0,0,20.0,0,6,0,0,0,322,,3,3,generation-iii
297,hariyama,3,296.0,146,3,12,4.0,2,200,70.0,0,20.0,0,6,0,0,0,323,,3,3,generation-iii
298,azurill,3,,90,2,7,9.0,6,150,50.0,1,10.0,0,3,0,0,0,211,,3,3,generation-iii
299,nosepass,3,,147,4,12,1.0,4,255,70.0,0,20.0,0,2,0,0,0,324,,3,3,generation-iii
300,skitty,3,,148,6,8,2.0,6,255,70.0,0,15.0,0,3,0,0,0,326,,3,3,generation-iii
301,delcatty,3,300.0,148,7,8,2.0,6,60,70.0,0,15.0,0,3,0,0,0,327,,3,3,generation-iii
302,sableye,3,,149,7,12,1.0,4,45,35.0,0,25.0,0,4,1,0,0,328,,3,3,generation-iii
303,mawile,3,,150,1,12,1.0,4,45,50.0,0,20.0,0,3,1,0,0,329,,3,3,generation-iii
304,aron,3,,151,4,8,4.0,4,180,35.0,0,35.0,0,1,0,0,0,330,149.0,3,3,generation-iii
305,lairon,3,304.0,151,4,8,4.0,4,90,35.0,0,35.0,0,1,0,0,0,331,150.0,3,3,generation-iii
306,aggron,3,305.0,151,4,6,4.0,4,45,35.0,0,35.0,0,1,1,0,0,332,151.0,3,3,generation-iii
307,meditite,3,,152,2,12,4.0,4,180,70.0,0,20.0,1,2,0,0,0,333,,3,3,generation-iii
308,medicham,3,307.0,152,8,12,4.0,4,90,70.0,0,20.0,1,2,1,0,0,334,,3,3,generation-iii
309,electrike,3,,153,5,8,3.0,4,120,50.0,0,20.0,0,1,0,0,0,335,,3,3,generation-iii
310,manectric,3,309.0,153,10,8,3.0,4,45,50.0,0,20.0,0,1,1,0,0,336,,3,3,generation-iii
311,plusle,3,,154,10,6,3.0,4,200,70.0,0,20.0,0,2,0,0,0,337,,3,3,generation-iii
312,minun,3,,155,10,6,3.0,4,200,70.0,0,20.0,0,2,0,0,0,338,,3,3,generation-iii
313,volbeat,3,,156,4,6,2.0,0,150,70.0,0,15.0,0,5,0,0,0,339,,3,3,generation-iii
314,illumise,3,,157,7,12,2.0,8,150,70.0,0,15.0,0,6,0,0,0,340,,3,3,generation-iii
315,roselia,3,406.0,158,5,12,3.0,4,150,50.0,0,20.0,1,4,0,0,0,342,,3,3,generation-iii
316,gulpin,3,,159,5,4,3.0,4,225,70.0,0,20.0,1,6,0,0,0,344,,3,3,generation-iii
317,swalot,3,316.0,159,7,4,3.0,4,75,70.0,0,20.0,1,6,0,0,0,345,,3,3,generation-iii
318,carvanha,3,,160,8,3,7.0,4,225,35.0,0,20.0,0,1,0,0,0,346,,3,3,generation-iii
319,sharpedo,3,318.0,160,2,3,7.0,4,60,35.0,0,20.0,0,1,1,0,0,347,,3,3,generation-iii
320,wailmer,3,,161,2,3,7.0,4,125,50.0,0,40.0,0,6,0,0,0,348,,3,3,generation-iii
321,wailord,3,320.0,161,2,3,7.0,4,60,50.0,0,40.0,0,6,0,0,0,349,,3,3,generation-iii
322,numel,3,,162,10,8,4.0,4,255,70.0,0,20.0,1,2,0,0,0,350,,3,3,generation-iii
323,camerupt,3,322.0,162,8,8,4.0,4,150,70.0,0,20.0,1,2,1,0,0,351,,3,3,generation-iii
324,torkoal,3,,163,3,8,4.0,4,90,50.0,0,20.0,0,2,0,0,0,352,,3,3,generation-iii
325,spoink,3,,164,1,4,4.0,4,255,70.0,0,20.0,0,3,0,0,0,353,,3,3,generation-iii
326,grumpig,3,325.0,164,7,6,4.0,4,60,70.0,0,20.0,0,3,0,0,0,354,,3,3,generation-iii
327,spinda,3,,165,3,6,4.0,4,255,70.0,0,15.0,0,3,0,0,0,355,,3,3,generation-iii
328,trapinch,3,,166,3,14,6.0,4,255,50.0,0,20.0,0,4,0,0,0,356,,3,3,generation-iii
329,vibrava,3,328.0,166,5,13,6.0,4,120,50.0,0,20.0,0,4,0,0,0,357,,3,3,generation-iii
330,flygon,3,329.0,166,5,9,6.0,4,45,50.0,0,20.0,0,4,0,0,0,358,,3,3,generation-iii
331,cacnea,3,,167,5,12,6.0,4,190,35.0,0,20.0,0,4,0,0,0,359,,3,3,generation-iii
332,cacturne,3,331.0,167,5,12,6.0,4,60,35.0,0,20.0,1,4,0,0,0,360,,3,3,generation-iii
333,swablu,3,,168,2,9,2.0,4,255,50.0,0,20.0,0,5,0,0,0,361,,3,3,generation-iii
334,altaria,3,333.0,168,2,9,2.0,4,45,50.0,0,20.0,0,5,1,0,0,362,,3,3,generation-iii
335,zangoose,3,,169,9,6,3.0,4,90,70.0,0,20.0,0,5,0,0,0,363,,3,3,generation-iii
336,seviper,3,,170,1,2,3.0,4,90,70.0,0,20.0,0,6,0,0,0,364,,3,3,generation-iii
337,lunatone,3,,171,10,1,1.0,-1,45,50.0,0,25.0,0,3,0,0,0,365,,3,3,generation-iii
338,solrock,3,,172,8,1,1.0,-1,45,50.0,0,25.0,0,3,0,0,0,366,,3,3,generation-iii
339,barboach,3,,173,4,3,9.0,4,190,50.0,0,20.0,0,2,0,0,0,367,,3,3,generation-iii
340,whiscash,3,339.0,173,2,3,9.0,4,75,50.0,0,20.0,0,2,0,0,0,368,,3,3,generation-iii
341,corphish,3,,174,8,14,9.0,4,205,50.0,0,15.0,0,6,0,0,0,369,,3,3,generation-iii
342,crawdaunt,3,341.0,174,8,14,9.0,4,155,50.0,0,15.0,0,6,0,0,0,370,,3,3,generation-iii
343,baltoy,3,,175,3,4,6.0,-1,255,50.0,0,20.0,0,2,0,0,0,371,,3,3,generation-iii
344,claydol,3,343.0,175,1,4,6.0,-1,90,50.0,0,20.0,0,2,0,0,0,372,,3,3,generation-iii
345,lileep,3,,176,7,5,7.0,1,45,50.0,0,30.0,0,5,0,0,0,373,,3,3,generation-iii
346,cradily,3,345.0,176,5,5,7.0,1,45,50.0,0,30.0,0,5,0,0,0,374,,3,3,generation-iii
347,anorith,3,,177,4,14,9.0,1,45,50.0,0,30.0,0,5,0,0,0,375,171.0,3,3,generation-iii
348,armaldo,3,347.0,177,4,6,9.0,1,45,50.0,0,30.0,0,5,0,0,0,376,172.0,3,3,generation-iii
349,feebas,3,,178,3,3,9.0,4,255,50.0,0,20.0,0,5,0,0,0,377,,3,3,generation-iii
350,milotic,3,349.0,178,6,2,9.0,4,60,50.0,0,20.0,1,5,0,0,0,378,,3,3,generation-iii
351,castform,3,,179,4,1,3.0,4,45,70.0,0,25.0,0,2,1,0,0,379,,3,3,generation-iii
352,kecleon,3,,180,5,6,2.0,4,200,70.0,0,20.0,0,4,0,0,0,380,,3,3,generation-iii
353,shuppet,3,,181,1,1,8.0,4,225,35.0,0,25.0,0,3,0,0,0,381,,3,3,generation-iii
354,banette,3,353.0,181,1,6,8.0,4,45,35.0,0,25.0,0,3,1,0,0,382,,3,3,generation-iii
355,duskull,3,,182,1,4,2.0,4,190,35.0,0,25.0,0,3,0,0,0,383,69.0,3,3,generation-iii
356,dusclops,3,355.0,182,1,12,2.0,4,90,35.0,0,25.0,0,3,0,0,0,384,70.0,3,3,generation-iii
357,tropius,3,,183,5,8,2.0,4,200,70.0,0,25.0,0,1,0,0,0,386,,3,3,generation-iii
358,chimecho,3,433.0,184,2,4,3.0,4,45,70.0,0,25.0,0,3,0,0,0,388,53.0,3,3,generation-iii
359,absol,3,,185,9,8,4.0,4,30,35.0,0,25.0,0,4,1,0,0,389,,3,3,generation-iii
360,wynaut,3,,100,2,6,1.0,4,125,50.0,1,20.0,0,2,0,0,0,232,,3,3,generation-iii
361,snorunt,3,,186,4,12,1.0,4,190,50.0,0,20.0,0,2,0,0,0,390,93.0,3,3,generation-iii
362,glalie,3,361.0,186,4,1,1.0,4,75,50.0,0,20.0,0,2,1,0,0,391,94.0,3,3,generation-iii
363,spheal,3,,187,2,3,7.0,4,255,50.0,0,20.0,0,4,0,0,0,393,60.0,3,3,generation-iii
364,sealeo,3,363.0,187,2,3,7.0,4,120,50.0,0,20.0,0,4,0,0,0,394,61.0,3,3,generation-iii
365,walrein,3,364.0,187,2,8,7.0,4,45,50.0,0,20.0,0,4,0,0,0,395,62.0,3,3,generation-iii
366,clamperl,3,,188,2,1,7.0,4,255,70.0,0,20.0,0,5,0,0,0,396,,3,3,generation-iii
367,huntail,3,366.0,188,2,2,7.0,4,60,70.0,0,20.0,0,5,0,0,0,397,,3,3,generation-iii
368,gorebyss,3,366.0,188,6,2,7.0,4,60,70.0,0,20.0,0,5,0,0,0,398,,3,3,generation-iii
369,relicanth,3,,189,4,3,7.0,1,25,50.0,0,40.0,1,1,0,0,0,399,,3,3,generation-iii
370,luvdisc,3,,190,6,3,7.0,6,225,70.0,0,20.0,0,3,0,0,0,400,,3,3,generation-iii
371,bagon,3,,191,2,12,6.0,4,45,35.0,0,40.0,0,1,0,0,0,401,,3,3,generation-iii
372,shelgon,3,371.0,191,9,8,6.0,4,45,35.0,0,40.0,0,1,0,0,0,402,,3,3,generation-iii
373,salamence,3,372.0,191,2,8,6.0,4,45,35.0,0,40.0,0,1,1,0,0,403,,3,3,generation-iii
374,beldum,3,,192,2,5,6.0,-1,3,35.0,0,40.0,0,1,0,0,0,404,82.0,3,3,generation-iii
375,metang,3,374.0,192,2,4,6.0,-1,3,35.0,0,40.0,0,1,0,0,0,405,83.0,3,3,generation-iii
376,metagross,3,375.0,192,2,11,6.0,-1,3,35.0,0,40.0,0,1,1,0,0,406,84.0,3,3,generation-iii
377,regirock,3,,193,3,12,1.0,-1,3,35.0,0,80.0,0,1,0,1,0,407,,3,3,generation-iii
378,regice,3,,194,2,12,1.0,-1,3,35.0,0,80.0,0,1,0,1,0,408,,3,3,generation-iii
379,registeel,3,,195,4,12,1.0,-1,3,35.0,0,80.0,0,1,0,1,0,409,193.0,3,3,generation-iii
380,latias,3,,196,8,9,9.0,8,3,90.0,0,120.0,0,1,1,1,0,410,,3,3,generation-iii
381,latios,3,,197,2,9,9.0,0,3,90.0,0,120.0,0,1,1,1,0,411,,3,3,generation-iii
382,kyogre,3,,198,2,3,7.0,-1,3,0.0,0,120.0,0,1,1,1,0,412,,3,3,generation-iii
383,groudon,3,,199,8,6,6.0,-1,3,0.0,0,120.0,0,1,1,1,0,413,194.0,3,3,generation-iii
384,rayquaza,3,,200,5,2,5.0,-1,45,0.0,0,120.0,0,1,1,1,0,414,200.0,3,3,generation-iii
385,jirachi,3,,201,10,12,4.0,-1,3,100.0,0,120.0,0,1,0,0,1,415,,3,3,generation-iii
386,deoxys,3,,202,8,12,5.0,-1,3,0.0,0,120.0,0,1,1,0,1,416,,3,3,generation-iii
387,turtwig,4,,203,5,8,,1,45,70.0,0,20.0,0,4,0,0,0,417,,4,4,generation-iv
388,grotle,4,387.0,203,5,8,,1,45,70.0,0,20.0,0,4,0,0,0,418,,4,4,generation-iv
389,torterra,4,388.0,203,5,8,,1,45,70.0,0,20.0,0,4,0,0,0,419,,4,4,generation-iv
390,chimchar,4,,204,3,6,,1,45,70.0,0,20.0,0,4,0,0,0,420,115.0,4,4,generation-iv
391,monferno,4,390.0,204,3,6,,1,45,70.0,0,20.0,0,4,0,0,0,421,116.0,4,4,generation-iv
392,infernape,4,391.0,204,3,6,,1,45,70.0,0,20.0,0,4,0,0,0,422,117.0,4,4,generation-iv
393,piplup,4,,205,2,12,,1,45,70.0,0,20.0,0,4,0,0,0,423,133.0,4,4,generation-iv
394,prinplup,4,393.0,205,2,6,,1,45,70.0,0,20.0,0,4,0,0,0,424,134.0,4,4,generation-iv
395,empoleon,4,394.0,205,2,6,,1,45,70.0,0,20.0,0,4,0,0,0,425,135.0,4,4,generation-iv
396,starly,4,,206,3,9,,4,255,70.0,0,15.0,1,4,0,0,0,426,26.0,4,4,generation-iv
397,staravia,4,396.0,206,3,9,,4,120,70.0,0,15.0,1,4,0,0,0,427,27.0,4,4,generation-iv
398,staraptor,4,397.0,206,3,9,,4,45,70.0,0,15.0,1,4,0,0,0,428,28.0,4,4,generation-iv
399,bidoof,4,,207,3,8,,4,255,70.0,0,15.0,1,2,0,0,0,429,29.0,4,4,generation-iv
400,bibarel,4,399.0,207,3,6,,4,127,70.0,0,15.0,1,2,0,0,0,430,30.0,4,4,generation-iv
401,kricketot,4,,208,8,12,,4,255,70.0,0,15.0,1,4,0,0,0,431,,4,4,generation-iv
402,kricketune,4,401.0,208,8,13,,4,45,70.0,0,15.0,1,4,0,0,0,432,,4,4,generation-iv
403,shinx,4,,209,2,8,,4,235,50.0,0,20.0,1,4,0,0,0,433,34.0,4,4,generation-iv
404,luxio,4,403.0,209,2,8,,4,120,100.0,0,20.0,1,4,0,0,0,434,35.0,4,4,generation-iv
405,luxray,4,404.0,209,2,8,,4,45,50.0,0,20.0,1,4,0,0,0,435,36.0,4,4,generation-iv
406,budew,4,,158,5,12,,4,255,50.0,1,20.0,0,4,0,0,0,341,,4,4,generation-iv
407,roserade,4,315.0,158,5,12,,4,75,50.0,0,20.0,1,4,0,0,0,343,,4,4,generation-iv
408,cranidos,4,,211,2,6,,1,45,70.0,0,30.0,0,5,0,0,0,436,,4,4,generation-iv
409,rampardos,4,408.0,211,2,6,,1,45,70.0,0,30.0,0,5,0,0,0,437,,4,4,generation-iv
410,shieldon,4,,212,4,8,,1,45,70.0,0,30.0,0,5,0,0,0,438,163.0,4,4,generation-iv
411,bastiodon,4,410.0,212,4,8,,1,45,70.0,0,30.0,0,5,0,0,0,439,164.0,4,4,generation-iv
412,burmy,4,,213,5,5,,4,120,70.0,0,15.0,0,2,1,0,0,440,,4,4,generation-iv
413,wormadam,4,412.0,213,5,5,,8,45,70.0,0,15.0,0,2,0,0,0,441,,4,4,generation-iv
414,mothim,4,412.0,213,10,13,,0,45,70.0,0,15.0,0,2,0,0,0,442,,4,4,generation-iv
415,combee,4,,214,10,11,,1,120,50.0,0,15.0,1,4,0,0,0,443,,4,4,generation-iv
416,vespiquen,4,415.0,214,10,13,,8,45,50.0,0,15.0,0,4,0,0,0,444,,4,4,generation-iv
417,pachirisu,4,,215,9,8,,4,200,100.0,0,10.0,1,2,0,0,0,445,,4,4,generation-iv
418,buizel,4,,216,3,8,,4,190,70.0,0,20.0,1,2,0,0,0,446,,4,4,generation-iv
419,floatzel,4,418.0,216,3,8,,4,75,70.0,0,20.0,1,2,0,0,0,447,,4,4,generation-iv
420,cherubi,4,,217,6,11,,4,190,50.0,0,20.0,0,2,0,0,0,448,,4,4,generation-iv
421,cherrim,4,420.0,217,7,7,,4,75,50.0,0,20.0,0,2,1,0,0,449,,4,4,generation-iv
422,shellos,4,,218,7,2,,4,190,50.0,0,20.0,0,2,0,0,0,450,,4,4,generation-iv
423,gastrodon,4,422.0,218,7,2,,4,75,50.0,0,20.0,0,2,0,0,0,451,,4,4,generation-iv
424,ambipom,4,190.0,93,7,6,,4,45,100.0,0,20.0,1,3,0,0,0,220,,4,4,generation-iv
425,drifloon,4,,219,7,4,,4,125,50.0,0,30.0,0,6,0,0,0,452,167.0,4,4,generation-iv
426,drifblim,4,425.0,219,7,4,,4,60,50.0,0,30.0,0,6,0,0,0,453,168.0,4,4,generation-iv
427,buneary,4,,220,3,6,,4,190,0.0,0,20.0,0,2,0,0,0,454,,4,4,generation-iv
428,lopunny,4,427.0,220,3,6,,4,60,140.0,0,20.0,0,2,1,0,0,455,,4,4,generation-iv
429,mismagius,4,200.0,98,7,1,,4,45,35.0,0,25.0,0,3,0,0,0,230,184.0,4,4,generation-iv
430,honchkrow,4,198.0,97,1,9,,4,30,35.0,0,20.0,0,4,0,0,0,228,,4,4,generation-iv
431,glameow,4,,221,4,8,,6,190,70.0,0,20.0,0,3,0,0,0,456,,4,4,generation-iv
432,purugly,4,431.0,221,4,8,,6,75,70.0,0,20.0,0,3,0,0,0,457,,4,4,generation-iv
433,chingling,4,,184,10,12,,4,120,70.0,1,25.0,0,3,0,0,0,387,52.0,4,4,generation-iv
434,stunky,4,,223,7,8,,4,225,50.0,0,20.0,0,2,0,0,0,458,,4,4,generation-iv
435,skuntank,4,434.0,223,7,8,,4,60,50.0,0,20.0,0,2,0,0,0,459,,4,4,generation-iv
436,bronzor,4,,224,5,1,,-1,255,50.0,0,20.0,0,2,0,0,0,460,,4,4,generation-iv
437,bronzong,4,436.0,224,5,4,,-1,90,50.0,0,20.0,0,2,0,0,0,461,,4,4,generation-iv
438,bonsly,4,,91,3,7,,4,255,50.0,1,20.0,0,2,0,0,0,214,,4,4,generation-iv
439,mime-jr,4,,57,6,12,,4,145,50.0,1,25.0,0,2,0,0,0,139,,4,4,generation-iv
440,happiny,4,,51,6,12,,8,130,140.0,1,40.0,0,3,0,0,0,126,,4,4,generation-iv
441,chatot,4,,228,1,9,,4,30,35.0,0,20.0,0,4,0,0,0,462,,4,4,generation-iv
442,spiritomb,4,,229,7,5,,4,100,50.0,0,30.0,0,2,0,0,0,463,187.0,4,4,generation-iv
443,gible,4,,230,2,6,,4,45,50.0,0,40.0,1,1,0,0,0,464,85.0,4,4,generation-iv
444,gabite,4,443.0,230,2,6,,4,45,50.0,0,40.0,1,1,0,0,0,465,86.0,4,4,generation-iv
445,garchomp,4,444.0,230,2,6,,4,45,50.0,0,40.0,1,1,1,0,0,466,87.0,4,4,generation-iv
446,munchlax,4,,72,1,12,,1,50,50.0,1,40.0,0,1,0,0,0,174,178.0,4,4,generation-iv
447,riolu,4,,232,2,6,,1,75,50.0,1,25.0,0,4,0,0,0,467,50.0,4,4,generation-iv
448,lucario,4,447.0,232,2,6,,1,45,50.0,0,25.0,0,4,1,0,0,468,51.0,4,4,generation-iv
449,hippopotas,4,,233,3,8,,4,140,50.0,0,30.0,1,1,0,0,0,469,,4,4,generation-iv
450,hippowdon,4,449.0,233,3,8,,4,60,50.0,0,30.0,1,1,0,0,0,470,,4,4,generation-iv
451,skorupi,4,,234,7,14,,4,120,50.0,0,20.0,0,1,0,0,0,471,156.0,4,4,generation-iv
452,drapion,4,451.0,234,7,14,,4,45,50.0,0,20.0,0,1,0,0,0,472,157.0,4,4,generation-iv
453,croagunk,4,,235,2,12,,4,140,100.0,0,10.0,1,2,0,0,0,473,88.0,4,4,generation-iv
454,toxicroak,4,453.0,235,2,12,,4,75,50.0,0,20.0,1,2,0,0,0,474,89.0,4,4,generation-iv
455,carnivine,4,,236,5,10,,4,200,70.0,0,25.0,0,1,0,0,0,475,186.0,4,4,generation-iv
456,finneon,4,,237,2,3,,4,190,70.0,0,20.0,1,5,0,0,0,476,,4,4,generation-iv
457,lumineon,4,456.0,237,2,3,,4,75,70.0,0,20.0,1,5,0,0,0,477,,4,4,generation-iv
458,mantyke,4,,116,2,9,,4,25,50.0,1,25.0,0,1,0,0,0,258,,4,4,generation-iv
459,snover,4,,239,9,6,,4,120,50.0,0,20.0,1,1,0,0,0,478,,4,4,generation-iv
460,abomasnow,4,459.0,239,9,6,,4,60,50.0,0,20.0,1,1,1,0,0,479,,4,4,generation-iv
461,weavile,4,215.0,109,1,6,,4,45,35.0,0,20.0,1,4,0,0,0,246,182.0,4,4,generation-iv
462,magnezone,4,82.0,34,4,4,,-1,30,50.0,0,20.0,0,2,0,0,0,90,,4,4,generation-iv
463,lickilicky,4,108.0,48,6,12,,4,30,50.0,0,20.0,0,2,0,0,0,120,,4,4,generation-iv
464,rhyperior,4,112.0,50,4,6,,4,30,50.0,0,20.0,1,1,0,0,0,125,162.0,4,4,generation-iv
465,tangrowth,4,114.0,52,2,12,,4,30,50.0,0,20.0,1,2,0,0,0,130,,4,4,generation-iv
466,electivire,4,125.0,60,10,6,,2,30,50.0,0,25.0,0,2,0,0,0,147,,4,4,generation-iv
467,magmortar,4,126.0,61,8,6,,2,30,50.0,0,25.0,0,2,0,0,0,150,,4,4,generation-iv
468,togekiss,4,176.0,87,9,9,,1,30,50.0,0,10.0,0,3,0,0,0,205,,4,4,generation-iv
469,yanmega,4,193.0,95,5,13,,4,30,70.0,0,20.0,0,2,0,0,0,224,,4,4,generation-iv
470,leafeon,4,133.0,67,5,8,,1,45,35.0,0,35.0,0,2,0,0,0,163,7.0,4,4,generation-iv
471,glaceon,4,133.0,67,2,8,,1,45,35.0,0,35.0,0,2,0,0,0,164,8.0,4,4,generation-iv
472,gliscor,4,207.0,104,7,9,,4,30,70.0,0,20.0,0,4,0,0,0,239,,4,4,generation-iv
473,mamoswine,4,221.0,112,3,8,,4,50,50.0,0,20.0,1,1,0,0,0,253,,4,4,generation-iv
